"","gene_biotype","external_gene_name","ensembl_gene_id"
"37895","protein_coding","Arhgef19","ENSMUSG00000028919"
"37896","antisense","9230117E06Rik","ENSMUSG00000089874"
"37897","protein_coding","Ccne2","ENSMUSG00000028212"
"37898","IG_V_gene","Igkv1-131","ENSMUSG00000076505"
"37899","processed_transcript","Gm15651","ENSMUSG00000089663"
"37900","protein_coding","Kdm4a","ENSMUSG00000033326"
"37901","processed_pseudogene","Gm8079","ENSMUSG00000097975"
"37902","protein_coding","Cops8","ENSMUSG00000034432"
"37903","protein_coding","Fam83g","ENSMUSG00000042377"
"37904","protein_coding","Spag11b","ENSMUSG00000059463"
"37905","protein_coding","Tcaf2","ENSMUSG00000029851"
"37906","protein_coding","Pde7b","ENSMUSG00000019990"
"37907","protein_coding","Aim2","ENSMUSG00000037860"
"37908","protein_coding","Grap","ENSMUSG00000004837"
"37909","protein_coding","Uts2","ENSMUSG00000028963"
"37910","protein_coding","Spag11a","ENSMUSG00000079842"
"37911","protein_coding","Rint1","ENSMUSG00000028999"
"37912","IG_V_gene","Igkv4-63","ENSMUSG00000076550"
"37913","antisense","4930589P08Rik","ENSMUSG00000085593"
"37914","protein_coding","Adamtsl3","ENSMUSG00000070469"
"37915","protein_coding","Defb14","ENSMUSG00000046354"
"37916","protein_coding","Zfpm1","ENSMUSG00000049577"
"37917","protein_coding","Rpl13a","ENSMUSG00000074129"
"37918","protein_coding","Gm13090","ENSMUSG00000078491"
"37919","transcribed_processed_pseudogene","Zfa-ps","ENSMUSG00000049576"
"37920","protein_coding","P3h3","ENSMUSG00000023191"
"37921","lincRNA","5033426O07Rik","ENSMUSG00000097097"
"37922","protein_coding","E2f1","ENSMUSG00000027490"
"37923","TEC","RP23-354E8.1","ENSMUSG00000104569"
"37924","protein_coding","Ccdc63","ENSMUSG00000043036"
"37925","protein_coding","Foxf1","ENSMUSG00000042812"
"37926","protein_coding","Slc35f1","ENSMUSG00000038602"
"37927","lincRNA","Gm29053","ENSMUSG00000100156"
"37928","protein_coding","Vmn1r43","ENSMUSG00000068231"
"37929","transcribed_processed_pseudogene","4933427G23Rik","ENSMUSG00000086697"
"37930","protein_coding","Cpa4","ENSMUSG00000039070"
"37931","protein_coding","Serac1","ENSMUSG00000015659"
"37932","TEC","Gm37786","ENSMUSG00000102632"
"37933","protein_coding","Foxl1","ENSMUSG00000097084"
"37934","processed_pseudogene","Hspe1-ps3","ENSMUSG00000092344"
"37935","protein_coding","Vmn1r44","ENSMUSG00000068234"
"37936","processed_pseudogene","Gm20432","ENSMUSG00000092181"
"37937","lincRNA","Gm26739","ENSMUSG00000097702"
"37938","antisense","Gm13781","ENSMUSG00000086854"
"37939","unprocessed_pseudogene","Vmn1r-ps28","ENSMUSG00000092228"
"37940","processed_pseudogene","Gm16378","ENSMUSG00000095762"
"37941","protein_coding","Cox16","ENSMUSG00000091803"
"37942","protein_coding","Taf12","ENSMUSG00000028899"
"37943","IG_V_pseudogene","Igkv13-62-1","ENSMUSG00000105323"
"37944","protein_coding","Vmn1r45","ENSMUSG00000044248"
"37945","protein_coding","Proser3","ENSMUSG00000036864"
"37946","protein_coding","Hyal6","ENSMUSG00000029679"
"37947","protein_coding","Rab42","ENSMUSG00000089687"
"37948","protein_coding","Actn2","ENSMUSG00000052374"
"37949","lincRNA","Gm26696","ENSMUSG00000097513"
"37950","processed_transcript","6530401F13Rik","ENSMUSG00000091947"
"37951","protein_coding","Agbl2","ENSMUSG00000040812"
"37952","protein_coding","Gm4787","ENSMUSG00000072974"
"37953","protein_coding","Dgkg","ENSMUSG00000022861"
"37954","protein_coding","Dbndd1","ENSMUSG00000031970"
"37955","protein_coding","Glul","ENSMUSG00000026473"
"37956","protein_coding","Adam4","ENSMUSG00000072972"
"37957","protein_coding","Tmprss15","ENSMUSG00000022857"
"37958","protein_coding","Zfp69","ENSMUSG00000064141"
"37959","protein_coding","Calr4","ENSMUSG00000028558"
"37960","processed_pseudogene","Gm15899","ENSMUSG00000085917"
"37961","protein_coding","Ncf1","ENSMUSG00000015950"
"37962","antisense","Gm27011","ENSMUSG00000098184"
"37963","protein_coding","Acbd5","ENSMUSG00000026781"
"37964","protein_coding","Ndufb5","ENSMUSG00000027673"
"37965","protein_coding","Atp6ap1l","ENSMUSG00000078958"
"37966","protein_coding","Saxo1","ENSMUSG00000028492"
"37967","processed_pseudogene","Gm12807","ENSMUSG00000082348"
"37968","protein_coding","Gm20498","ENSMUSG00000021139"
"37969","processed_pseudogene","Ldha-ps2","ENSMUSG00000083836"
"37970","antisense","Gm13441","ENSMUSG00000086356"
"37971","protein_coding","Slc7a5","ENSMUSG00000040010"
"37972","protein_coding","Itfg3","ENSMUSG00000024187"
"37973","processed_pseudogene","Gm19194","ENSMUSG00000103815"
"37974","processed_transcript","Gm17191","ENSMUSG00000091587"
"37975","protein_coding","Hcfc1","ENSMUSG00000031386"
"37976","protein_coding","Rpf2","ENSMUSG00000038510"
"37977","processed_pseudogene","Gm8604","ENSMUSG00000098189"
"37978","protein_coding","Slco3a1","ENSMUSG00000025790"
"37979","protein_coding","B4galt4","ENSMUSG00000022793"
"37980","protein_coding","Adck5","ENSMUSG00000022550"
"37981","protein_coding","Fgb","ENSMUSG00000033831"
"37982","TEC","Gm37353","ENSMUSG00000103590"
"37983","protein_coding","Sec24a","ENSMUSG00000036391"
"37984","protein_coding","Unc93a","ENSMUSG00000067049"
"37985","protein_coding","Ankrd11","ENSMUSG00000035569"
"37986","processed_pseudogene","Gm7405","ENSMUSG00000081831"
"37987","processed_pseudogene","Gm18709","ENSMUSG00000097895"
"37988","processed_pseudogene","Gm8666","ENSMUSG00000048709"
"37989","protein_coding","Atp6v0a2","ENSMUSG00000038023"
"37990","protein_coding","Gmeb2","ENSMUSG00000038705"
"37991","processed_pseudogene","Rps12-ps9","ENSMUSG00000069862"
"37992","protein_coding","Smok2a","ENSMUSG00000073458"
"37993","protein_coding","Prpf4","ENSMUSG00000066148"
"37994","unprocessed_pseudogene","Gm15385","ENSMUSG00000083093"
"37995","protein_coding","Mrpl47","ENSMUSG00000037531"
"37996","protein_coding","Synj2bp","ENSMUSG00000090935"
"37997","protein_coding","Fus","ENSMUSG00000030795"
"37998","protein_coding","Tctex1d2","ENSMUSG00000014075"
"37999","protein_coding","Dscam","ENSMUSG00000050272"
"38000","protein_coding","Smok2b","ENSMUSG00000073457"
"38001","processed_pseudogene","Gm12959","ENSMUSG00000081678"
"38002","processed_pseudogene","Hspe1-ps2","ENSMUSG00000049246"
"38003","processed_pseudogene","Gm15575","ENSMUSG00000083183"
"38004","protein_coding","Dbh","ENSMUSG00000000889"
"38005","processed_transcript","Gm16758","ENSMUSG00000086534"
"38006","processed_pseudogene","RP23-374P12.1","ENSMUSG00000105028"
"38007","lincRNA","Gm38102","ENSMUSG00000104156"
"38008","protein_coding","Tenm3","ENSMUSG00000031561"
"38009","processed_pseudogene","Gm10088","ENSMUSG00000060811"
"38010","processed_pseudogene","Gm15692","ENSMUSG00000085094"
"38011","lincRNA","RP23-371A16.3","ENSMUSG00000105881"
"38012","TEC","Gm37709","ENSMUSG00000102791"
"38013","IG_J_gene","Iglj3p","ENSMUSG00000106405"
"38014","protein_coding","Nucb1","ENSMUSG00000030824"
"38015","processed_pseudogene","Rps19-ps12","ENSMUSG00000097552"
"38016","IG_C_gene","Iglc3","ENSMUSG00000105547"
"38017","lincRNA","1700066C05Rik","ENSMUSG00000101810"
"38018","protein_coding","Pxmp4","ENSMUSG00000000876"
"38019","IG_J_gene","Iglj3","ENSMUSG00000105231"
"38020","protein_coding","Nf2","ENSMUSG00000009073"
"38021","protein_coding","Cpne7","ENSMUSG00000034796"
"38022","protein_coding","Vbp1","ENSMUSG00000031197"
"38023","protein_coding","Lgalsl","ENSMUSG00000042363"
"38024","protein_coding","Cnppd1","ENSMUSG00000033159"
"38025","lincRNA","Gm14015","ENSMUSG00000087226"
"38026","IG_V_gene","Iglv1","ENSMUSG00000076934"
"38027","lincRNA","AI480526","ENSMUSG00000090086"
"38028","lincRNA","Gm14014","ENSMUSG00000087225"
"38029","antisense","RP23-247I11.8","ENSMUSG00000106567"
"38030","processed_pseudogene","Gm7645","ENSMUSG00000084033"
"38031","protein_coding","Ccdc30","ENSMUSG00000028637"
"38032","processed_pseudogene","Gm12124","ENSMUSG00000082688"
"38033","IG_J_gene","Iglj1","ENSMUSG00000106668"
"38034","antisense","Gm15384","ENSMUSG00000086573"
"38035","protein_coding","Defb4","ENSMUSG00000059230"
"38036","antisense","Gm15775","ENSMUSG00000089820"
"38037","IG_C_gene","Iglc1","ENSMUSG00000105906"
"38038","unprocessed_pseudogene","Gm9239","ENSMUSG00000101195"
"38039","antisense","2810455O05Rik","ENSMUSG00000085030"
"38040","protein_coding","Fbll1","ENSMUSG00000051062"
"38041","protein_coding","Mier1","ENSMUSG00000028522"
"38042","unprocessed_pseudogene","Gm6820","ENSMUSG00000101650"
"38043","protein_coding","Slc10a6","ENSMUSG00000029321"
"38044","processed_pseudogene","Gm11971","ENSMUSG00000083693"
"38045","protein_coding","Pskh1","ENSMUSG00000048310"
"38046","antisense","Gm17077","ENSMUSG00000090357"
"38047","protein_coding","Dmap1","ENSMUSG00000009640"
"38048","unprocessed_pseudogene","Defa-ps12","ENSMUSG00000081163"
"38049","processed_pseudogene","Gm11972","ENSMUSG00000084280"
"38050","protein_coding","Agpat2","ENSMUSG00000026922"
"38051","processed_pseudogene","Gm11600","ENSMUSG00000081950"
"38052","antisense","Gm11399","ENSMUSG00000087111"
"38053","protein_coding","Mrps26","ENSMUSG00000037740"
"38054","protein_coding","Defb6","ENSMUSG00000050756"
"38055","processed_pseudogene","Gm11599","ENSMUSG00000084333"
"38056","protein_coding","Cntfr","ENSMUSG00000028444"
"38057","protein_coding","Zfp592","ENSMUSG00000005621"
"38058","protein_coding","Cldn16","ENSMUSG00000038148"
"38059","antisense","Gm15178","ENSMUSG00000086053"
"38060","processed_transcript","Gm19744","ENSMUSG00000100706"
"38061","protein_coding","Mdga1","ENSMUSG00000043557"
"38062","processed_transcript","BB218582","ENSMUSG00000085218"
"38063","protein_coding","Zfp691","ENSMUSG00000045268"
"38064","protein_coding","Fam69b","ENSMUSG00000036186"
"38065","processed_transcript","Gm16159","ENSMUSG00000086134"
"38066","protein_coding","Ncam2","ENSMUSG00000022762"
"38067","protein_coding","Gm20532","ENSMUSG00000092356"
"38068","protein_coding","Lcat","ENSMUSG00000035237"
"38069","lincRNA","Gm17354","ENSMUSG00000091985"
"38070","TEC","Gm20731","ENSMUSG00000102912"
"38071","antisense","Gm16156","ENSMUSG00000087436"
"38072","protein_coding","Stmn3","ENSMUSG00000027581"
"38073","protein_coding","Kmt2c","ENSMUSG00000038056"
"38074","protein_coding","Oxt","ENSMUSG00000027301"
"38075","lincRNA","Snhg12","ENSMUSG00000086290"
"38076","protein_coding","Papln","ENSMUSG00000021223"
"38077","protein_coding","Actl6a","ENSMUSG00000027671"
"38078","protein_coding","Mepe","ENSMUSG00000053863"
"38079","protein_coding","Brd1","ENSMUSG00000022387"
"38080","protein_coding","Tal1","ENSMUSG00000028717"
"38081","lincRNA","Gm4425","ENSMUSG00000093846"
"38082","protein_coding","Gm12942","ENSMUSG00000070737"
"38083","unprocessed_pseudogene","Gm20486","ENSMUSG00000092597"
"38084","lincRNA","C130026L21Rik","ENSMUSG00000052848"
"38085","lincRNA","RP23-307D8.9","ENSMUSG00000104811"
"38086","unprocessed_pseudogene","Gm6838","ENSMUSG00000095344"
"38087","protein_coding","Eps8l2","ENSMUSG00000025504"
"38088","TEC","RP23-171F16.5","ENSMUSG00000106457"
"38089","lincRNA","RP24-572L22.2","ENSMUSG00000104833"
"38090","protein_coding","Adgrg2","ENSMUSG00000031298"
"38091","processed_pseudogene","Gm37617","ENSMUSG00000103465"
"38092","processed_pseudogene","Hspe1-ps6","ENSMUSG00000083880"
"38093","processed_pseudogene","Gm18343","ENSMUSG00000092510"
"38094","processed_pseudogene","Gm15710","ENSMUSG00000084111"
"38095","TEC","RP23-132D7.2","ENSMUSG00000104965"
"38096","processed_pseudogene","Gm3351","ENSMUSG00000103279"
"38097","protein_coding","Gm8890","ENSMUSG00000096846"
"38098","processed_pseudogene","Gm37603","ENSMUSG00000103859"
"38099","processed_pseudogene","Gm37901","ENSMUSG00000103078"
"38100","lincRNA","Gm12066","ENSMUSG00000085579"
"38101","TEC","RP23-261D18.1","ENSMUSG00000105996"
"38102","antisense","Gm12949","ENSMUSG00000086636"
"38103","processed_pseudogene","RP24-79B1.4","ENSMUSG00000105564"
"38104","protein_coding","Casc4","ENSMUSG00000060227"
"38105","processed_pseudogene","Gm16288","ENSMUSG00000085099"
"38106","protein_coding","Prox2","ENSMUSG00000042320"
"38107","protein_coding","Zfp341","ENSMUSG00000059842"
"38108","protein_coding","Hspa14","ENSMUSG00000051396"
"38109","TEC","Gm38355","ENSMUSG00000102935"
"38110","antisense","Prox2os","ENSMUSG00000093629"
"38111","processed_pseudogene","Gm7862","ENSMUSG00000046580"
"38112","protein_coding","Cyp2j13","ENSMUSG00000028571"
"38113","protein_coding","Steap1","ENSMUSG00000015652"
"38114","protein_coding","Commd2","ENSMUSG00000036513"
"38115","protein_coding","Nol12","ENSMUSG00000033099"
"38116","protein_coding","Avp","ENSMUSG00000037727"
"38117","processed_pseudogene","Gm13418","ENSMUSG00000082307"
"38118","processed_pseudogene","Gm12850","ENSMUSG00000082941"
"38119","protein_coding","Mx1","ENSMUSG00000000386"
"38120","protein_coding","Cc2d1b","ENSMUSG00000028582"
"38121","protein_coding","Fanca","ENSMUSG00000032815"
"38122","lincRNA","Gm13417","ENSMUSG00000085330"
"38123","antisense","Gm14198","ENSMUSG00000085483"
"38124","TEC","Gm38383","ENSMUSG00000102591"
"38125","lincRNA","Gm13373","ENSMUSG00000087196"
"38126","processed_pseudogene","Gm13416","ENSMUSG00000084241"
"38127","protein_coding","Camta1","ENSMUSG00000014592"
"38128","protein_coding","Luc7l","ENSMUSG00000024188"
"38129","protein_coding","Fam198b","ENSMUSG00000027955"
"38130","protein_coding","Sipa1l3","ENSMUSG00000030583"
"38131","protein_coding","Scg5","ENSMUSG00000023236"
"38132","protein_coding","Fam3b","ENSMUSG00000022938"
"38133","antisense","Gm36569","ENSMUSG00000102191"
"38134","processed_pseudogene","Gm18428","ENSMUSG00000104223"
"38135","processed_pseudogene","Gm13787","ENSMUSG00000081248"
"38136","protein_coding","Jmjd4","ENSMUSG00000036819"
"38137","protein_coding","Pitpnm2","ENSMUSG00000029406"
"38138","protein_coding","Chmp4b","ENSMUSG00000038467"
"38139","protein_coding","Ppp1r26","ENSMUSG00000035829"
"38140","processed_pseudogene","Gm16580","ENSMUSG00000089764"
"38141","protein_coding","Ung","ENSMUSG00000029591"
"38142","processed_pseudogene","Rpl5-ps2","ENSMUSG00000082064"
"38143","unprocessed_pseudogene","Gm8597","ENSMUSG00000101639"
"38144","processed_pseudogene","Gm14215","ENSMUSG00000083975"
"38145","protein_coding","Olfr1389","ENSMUSG00000102024"
"38146","lincRNA","Gm14216","ENSMUSG00000085691"
"38147","protein_coding","Zmym6","ENSMUSG00000042408"
"38148","protein_coding","Tpm2","ENSMUSG00000028464"
"38149","protein_coding","Gm14214","ENSMUSG00000098640"
"38150","protein_coding","Pnpla1","ENSMUSG00000043286"
"38151","protein_coding","Uso1","ENSMUSG00000029407"
"38152","processed_pseudogene","Gm15844","ENSMUSG00000084126"
"38153","antisense","Pnpla1os","ENSMUSG00000087615"
"38154","protein_coding","Mrpl22","ENSMUSG00000020514"
"38155","processed_pseudogene","Gm15497","ENSMUSG00000081142"
"38156","antisense","WI1-2065I1.2","ENSMUSG00000106082"
"38157","protein_coding","Vamp3","ENSMUSG00000028955"
"38158","TEC","RP24-255F19.5","ENSMUSG00000104686"
"38159","protein_coding","Hspb11","ENSMUSG00000063172"
"38160","protein_coding","Olfr1388","ENSMUSG00000047702"
"38161","lincRNA","RP24-242L17.1","ENSMUSG00000105640"
"38162","processed_pseudogene","RP24-242L17.2","ENSMUSG00000106305"
"38163","protein_coding","Olfr1387","ENSMUSG00000063386"
"38164","processed_pseudogene","Mkrn1-ps1","ENSMUSG00000082389"
"38165","polymorphic_pseudogene","Mx2","ENSMUSG00000023341"
"38166","protein_coding","Gle1","ENSMUSG00000019715"
"38167","protein_coding","Olfr1386","ENSMUSG00000101460"
"38168","protein_coding","Stx5a","ENSMUSG00000010110"
"38169","protein_coding","Lsr","ENSMUSG00000001247"
"38170","protein_coding","Olfr1385","ENSMUSG00000059729"
"38171","protein_coding","Erp44","ENSMUSG00000028343"
"38172","protein_coding","Slc12a4","ENSMUSG00000017765"
"38173","protein_coding","Sh2d2a","ENSMUSG00000028071"
"38174","protein_coding","Olfr1384","ENSMUSG00000044170"
"38175","transcribed_unprocessed_pseudogene","Pdxk-ps","ENSMUSG00000002791"
"38176","protein_coding","1810013L24Rik","ENSMUSG00000022507"
"38177","antisense","1700030A11Rik","ENSMUSG00000085333"
"38178","protein_coding","Dnajc8","ENSMUSG00000054405"
"38179","protein_coding","4930539E08Rik","ENSMUSG00000048905"
"38180","protein_coding","Defb46","ENSMUSG00000071169"
"38181","protein_coding","4933433C11Rik","ENSMUSG00000036770"
"38182","protein_coding","Pxt1","ENSMUSG00000045378"
"38183","lincRNA","Gm21807","ENSMUSG00000095306"
"38184","antisense","Gm16191","ENSMUSG00000087693"
"38185","protein_coding","Defb5","ENSMUSG00000039785"
"38186","processed_pseudogene","Gm15357","ENSMUSG00000081901"
"38187","protein_coding","Ppp1r15a","ENSMUSG00000040435"
"38188","protein_coding","1700007K13Rik","ENSMUSG00000026831"
"38189","protein_coding","Dbn1","ENSMUSG00000034675"
"38190","protein_coding","Bmp2k","ENSMUSG00000034663"
"38191","protein_coding","Arnt","ENSMUSG00000015522"
"38192","protein_coding","Lix1","ENSMUSG00000047786"
"38193","protein_coding","Mpped2","ENSMUSG00000016386"
"38194","protein_coding","Sh2d4a","ENSMUSG00000053886"
"38195","protein_coding","Rbfox1","ENSMUSG00000008658"
"38196","protein_coding","Fgr","ENSMUSG00000028874"
"38197","protein_coding","Pdzk1ip1","ENSMUSG00000028716"
"38198","lincRNA","1700112J05Rik","ENSMUSG00000086632"
"38199","protein_coding","Defb3","ENSMUSG00000039775"
"38200","antisense","Gm15895","ENSMUSG00000085068"
"38201","protein_coding","Cdh17","ENSMUSG00000028217"
"38202","protein_coding","Lcn6","ENSMUSG00000045684"
"38203","protein_coding","Zfp68","ENSMUSG00000058291"
"38204","antisense","Saxo1os","ENSMUSG00000085108"
"38205","processed_transcript","Gm11240","ENSMUSG00000085034"
"38206","protein_coding","1110051M20Rik","ENSMUSG00000040591"
"38207","unprocessed_pseudogene","Gm13867","ENSMUSG00000083530"
"38208","protein_coding","Mfsd4","ENSMUSG00000059149"
"38209","lincRNA","Gm12847","ENSMUSG00000085249"
"38210","lincRNA","Gm12840","ENSMUSG00000086320"
"38211","protein_coding","Notch3","ENSMUSG00000038146"
"38212","processed_pseudogene","RP23-286M3.4","ENSMUSG00000105408"
"38213","antisense","RP24-257M14.2","ENSMUSG00000105759"
"38214","protein_coding","Ubox5","ENSMUSG00000027300"
"38215","protein_coding","Lcn10","ENSMUSG00000047356"
"38216","protein_coding","1700023E05Rik","ENSMUSG00000029248"
"38217","unprocessed_pseudogene","Gm12845","ENSMUSG00000085674"
"38218","protein_coding","Fstl5","ENSMUSG00000034098"
"38219","protein_coding","Hist1h2bq","ENSMUSG00000069307"
"38220","lincRNA","Gm14211","ENSMUSG00000085709"
"38221","antisense","Pitpnm2os2","ENSMUSG00000089842"
"38222","lincRNA","Gm14210","ENSMUSG00000086928"
"38223","sense_intronic","Gm14209","ENSMUSG00000085908"
"38224","protein_coding","Hist1h2ao","ENSMUSG00000094248"
"38225","protein_coding","1700031M16Rik","ENSMUSG00000099353"
"38226","protein_coding","Il34","ENSMUSG00000031750"
"38227","antisense","Pitpnm2os1","ENSMUSG00000090220"
"38228","protein_coding","Fastkd5","ENSMUSG00000079043"
"38229","processed_pseudogene","Gm17083","ENSMUSG00000090628"
"38230","protein_coding","Cela3b","ENSMUSG00000023433"
"38231","TEC","RP23-132D7.4","ENSMUSG00000105389"
"38232","protein_coding","Coro1a","ENSMUSG00000030707"
"38233","protein_coding","Mob3c","ENSMUSG00000028709"
"38234","protein_coding","Faxc","ENSMUSG00000028246"
"38235","protein_coding","Speg","ENSMUSG00000026207"
"38236","TEC","Gm37897","ENSMUSG00000103920"
"38237","processed_pseudogene","Gm13901","ENSMUSG00000085530"
"38238","protein_coding","Obp2a","ENSMUSG00000062061"
